control,description,primary_c_index_mean,control_c_index_mean,c_index_degradation_mean,c_index_degradation_ci95_low,c_index_degradation_ci95_high,primary_cancer_stratified_c_index_mean,control_cancer_stratified_c_index_mean,cancer_stratified_c_index_degradation_mean,cancer_stratified_c_index_degradation_ci95_low,cancer_stratified_c_index_degradation_ci95_high,primary_ibs_mean,control_ibs_mean,ibs_degradation_mean,ibs_degradation_ci95_low,ibs_degradation_ci95_high,primary_mean_time_dependent_auc_mean,control_mean_time_dependent_auc_mean,mean_time_dependent_auc_degradation_mean,mean_time_dependent_auc_degradation_ci95_low,mean_time_dependent_auc_degradation_ci95_high,primary_mean_cancer_stratified_time_dependent_auc_mean,control_mean_cancer_stratified_time_dependent_auc_mean,mean_cancer_stratified_time_dependent_auc_degradation_mean,mean_cancer_stratified_time_dependent_auc_degradation_ci95_low,mean_cancer_stratified_time_dependent_auc_degradation_ci95_high,primary_integrated_ipcw_ece_mean,control_integrated_ipcw_ece_mean,integrated_ipcw_ece_degradation_mean,integrated_ipcw_ece_degradation_ci95_low,integrated_ipcw_ece_degradation_ci95_high
feature_permuted_pathway_tokens,"Deterministically permute selected feature labels separately within mRNA, miRNA, and CNV, then apply the same bijection to every pathway membership and the residual token. This preserves the exact pathway-token sizes, feature membership-degree distribution, pairwise token-overlap topology, residual-token size, pathway adjacency, model capacity, and frozen training protocol while breaking the biological feature-to-pathway correspondence.",0.7855844569447384,0.7796665584494191,0.005917898495319385,-0.005145581010316465,0.016981378000955234,0.6524773621625837,0.6381904478291645,0.014286914333419155,0.0017411920580963792,0.026832636608741932,0.13497661783818649,0.13710909976940155,0.0021324819312150967,-0.004767842027730565,0.009032805890160759,0.8184665267856207,0.811248036564715,0.0072184902209057045,-0.0067625026734662,0.02119948311527761,0.6780063586721359,0.6709879307919191,0.0070184278802167595,-0.03017901115084177,0.04421586691127529,0.03617330261699093,0.03720873154102444,0.001035428924033515,-0.021965190176533464,0.024036048024600493
