panel,condition,folds,total_patients,total_events,c_index_mean,c_index_sd,cancer_stratified_c_index_mean,cancer_stratified_c_index_sd,ibs_mean,ibs_sd,mean_time_dependent_auc_mean,mean_time_dependent_auc_sd,degradation_c_index_mean,degradation_cancer_stratified_c_index_mean,degradation_ibs_mean,degradation_mean_time_dependent_auc_mean
natural_missingness_observational,complete,5,9427,2703,0.7757706159033556,0.009807247643352798,0.6671893217962677,0.00974222301934269,0.13016964578678733,0.004739498334915694,0.8052393810954186,0.011437716041182516,,,,
natural_missingness_observational,incomplete,5,1559,870,0.7641943167482237,0.02103889784451464,0.6224102245173174,0.03371805234002084,0.163599499789944,0.012844713906591861,0.8145240875798139,0.02711842880478103,,,,
controlled_complete_case_dropout,all_observed,5,9427,2703,0.7757706159033556,0.009807247643352798,0.6671893217962677,0.00974222301934269,0.1301696458030834,0.004739498349046906,0.8052393810954186,0.011437716041182516,0.0,0.0,0.0,0.0
controlled_complete_case_dropout,clinical_only,5,9427,2703,0.7678668539583222,0.006278276170973403,0.6606127248018482,0.009683182264675067,0.13346553165128264,0.004234246600766688,0.7979638377164178,0.005796659316530171,0.007903761945033394,0.00657659699441957,0.003295885848199237,0.007275543379000893
controlled_complete_case_dropout,drop_cnv,5,9427,2703,0.7775362557198655,0.009029410673285469,0.6712660112764908,0.01221929248756094,0.12935185981886005,0.005042203075244067,0.808256455618389,0.010672499033914271,-0.0017656398165100562,-0.0040766894802230615,-0.0008177859842233626,-0.0030170745229702645
controlled_complete_case_dropout,drop_mirna,5,9427,2703,0.7753875045844711,0.010147269524555169,0.6660535796661495,0.010173656644310077,0.1302067019912069,0.004681322945299442,0.8046947337487946,0.011778262548273842,0.0003831113188843993,0.0011357421301181336,3.7056188123496536e-05,0.0005446473466241164
controlled_complete_case_dropout,drop_mrna,5,9427,2703,0.7710789984825588,0.0077392550670522895,0.6631051387412389,0.012387612484230806,0.13209594124148988,0.00391190873963326,0.7994547389065803,0.00744053637093922,0.00469161742079689,0.004084183055028889,0.0019262954384064613,0.005784642188838429
